Change,Country,Location,Name,NameWoDiacritics,Subdivision,Status,Function,Date,IATA,Coordinates,Remarks
,JP,SNZ,Shinzaike,Shinzaike,37,AF,1-------,9907,,,
,JP,SHX,Shiogama,Shiogama,,RL,--3-----,1107,,3819N 14102E,
,JP,SGT,Shiogatani,Shiogatani,44,AF,1-------,9907,,,
,JP,SOH,Shiohama,Shiohama,32,AF,1-------,9907,,,
,JP,SYG,Shioyagamoto,Shioyagamoto,46,AF,1-------,9907,,,
,JP,SRT,Shirakata,Shirakata,38,AF,1-------,9907,,,
,JP,SRW,Shirakawa,Shirakawa,07,RQ,-----6--,1601,,3707N 14012E,
,JP,SRA,Shiraki,Shiraki,35,AF,1-------,9907,,,
,JP,SKU,Shiraku,Shiraku,33,AF,1-------,9907,,,
,JP,SRN,Shiranuka,Shiranuka,01,AA,--3--6--,2201,,4257N 14405E,
,JP,SRO,Shiraoi,Shiraoi,01,AF,1-------,9907,,,
,JP,SOA,Shiraoka,Shiraoka,11,AF,-----6--,1501,,3601N 13940E,
,JP,SYZ,Shiriyazaki,Shiriyazaki,02,AF,1-------,9907,,,
,JP,SRJ,Shiro,Shiro,32,AF,1-------,9907,,,
,JP,SJR,Shiroko,Shiroko,24,AF,1-------,9907,,,
,JP,SRK,Shirosaki,Shirosaki,03,AF,1-------,9907,,,
,JP,SRS,Shirose,Shirose,46,AF,1-------,9907,,,
,JP,STR,Shirotori,Shirotori,37,AF,1-------,9907,,,
,JP,SSJ,Shisakajima,Shisakajima,38,AF,1-------,9907,,,
,JP,SSH,Shishiboe,Shishiboe,42,AF,1-------,9907,,,
,JP,SIS,Shishikui,Shishikui,36,AF,1-------,9907,,,
,JP,SSM,Shishimi,Shishimi,42,AF,1-------,9907,,,
,JP,SHW,Shisui Chiba,Shisui Chiba,12,AF,-----6--,1701,,3543N 14016E,
,JP,STB,Shitaba,Shitaba,38,AF,1-------,9907,,,
,JP,SNO,Shitanoe,Shitanoe,44,AF,1-------,9907,,,
,JP,SIT,Shitanoura,Shitanoura,42,AF,1-------,9907,,,
,JP,IHS,Shitara,Shitara,23,AF,--3-----,1407,,3506N 13734E,
,JP,SDK,Shitooke,Shitooke,46,AF,1-------,9907,,,
,JP,SZG,Shizugawa,Shizugawa,04,AF,1-------,9907,,,
,JP,SHO,Shizuoka,Shizuoka,22,RL,--3-----,0212,,3458N 13823E,
,JP,FSZ,Shizuoka Apt,Shizuoka Apt,22,RL,---4----,0901,,3447N 13811E,
,JP,SZU,Shizuura,Shizuura,22,AF,1-------,9907,,,
,JP,SHD,Shodoshima,Shodoshima,37,AA,--3-----,2107,,3430N 13415E,
,JP,SOI,Shonai,Shonai,06,RQ,---4----,0907,,3849N 13947E,
,JP,SNN,Shonan,Shonan,14,AF,1-------,9907,,,
,JP,SYO,Shoura,Shoura,46,AF,1-------,9907,,,
,JP,SNR,Shukunoura,Shukunoura,42,AF,1-------,9907,,,
,JP,SHA,Shunan,Shunan,35,RQ,--3-----,1001,,3403N 13148E,
,JP,SHU,Shushi,Shushi,42,AF,1-------,9907,,,
,JP,SDU,Sodegaura,Sodegaura,12,AF,1-------,9907,,,
,JP,SOG,Sogo,Sogo,33,AF,1-------,9907,,,
,JP,SOK,Soka,Soka,11,AF,-----6--,1301,,3549N 13940E,
,JP,SOM,Soma,Soma,07,RQ,--3-----,1001,,3747N 14055E,
,JP,SNI,Sonai/Taketomi,Sonai/Taketomi,47,AF,1-------,9907,,,
,JP,SNA,Sonai/Yonaguni,Sonai/Yonaguni,47,AF,1-------,9907,,,
,JP,SNE,Sone,Sone,42,AF,1-------,9907,,,
,JP,SGX,Sonogi,Sonogi,42,AF,1-------,9907,,,
,JP,SOR,Sonoura,Sonoura,42,AF,1-------,9907,,,
,JP,SYM,Sonoyama,Sonoyama,46,AF,1-------,9907,,,
,JP,OOS,Soo,Soo,46,AF,-----6--,2001,,3138N 13059E,
,JP,SOT,Sotodomari/Nishiumi,Sotodomari/Nishiumi,38,AF,1-------,9907,,,
,JP,SMA,Souma,Souma,07,AF,1-------,9907,,,
,JP,SOY,Soya,Soya,01,AF,1-------,9907,,,
,JP,SOZ,Sozu,Sozu,32,AF,1-------,9907,,,
,JP,SUB,Sue,Sue,40,AF,-----6--,1907,,3335N 13030E,
,JP,SUG,Suga,Suga,32,AF,1-------,9907,,,
,JP,SUU,Sugawa,Sugawa,42,AF,1-------,9907,,,
,JP,SGE,Suge,Suge,38,AF,1-------,9907,,,
,JP,SUR,Sugeura,Sugeura,32,AF,1-------,9907,,,
,JP,SUI,Suita,Suita,27,AF,--3-----,1207,,3446N 13531E,
,JP,SKG,Sukagawa,Sukagawa,07,RQ,--3-----,0907,,3717N 14023E,
,JP,SUK,Sukumowan,Sukumowan,39,AF,1-------,0501,,3255N 13243E,
,JP,SMW,Sumida Tokyo,Sumida Tokyo,13,AF,-----6--,1701,,3542N 13948E,
,JP,SMI,Sumie,Sumie,45,AF,1-------,9907,,,
,JP,SUM,Suminoe,Suminoe,41,AF,1-------,9907,,,
,JP,SMY,Sumiyoshi,Sumiyoshi,46,AF,1-------,9907,,,
,JP,SXM,Sunami,Sunami,34,AF,1-------,9907,,,
,JP,SUE,Sunoe,Sunoe,34,AF,1-------,9907,,,
,JP,SUS,Susa,Susa,35,AF,1-------,9907,,,
,JP,SUZ,Susaki,Susaki,39,AF,1-------,9907,,,
,JP,SUN,Susono,Susono,22,RQ,--3-----,1007,,3523N 11823E,
,JP,STU,Suttsu,Suttsu,01,AF,1-------,9907,,,
,JP,SUW,Suwa,Suwa,32,AF,1-------,9907,,,
,JP,ZGO,Suzaka,Suzaka,20,RQ,-----6--,1601,,3639N 13819E,
,JP,S7S,Suzu,Suzu,17,AA,-23--6--,2201,,3726N 13715E,
,JP,KUK,Suzuka,Suzuka,24,RL,--3-----,0207,,3452N 13634E,
,JP,TBR,Tabira,Tabira,42,AF,1-------,9907,,,
,JP,TBU,Tabu,Tabu,35,AF,1-------,9907,,,
,JP,TAB,Tabugawa,Tabugawa,46,AF,1-------,9907,,,
,JP,TBN,Tachibana,Tachibana,36,AF,1-------,9907,,,
,JP,TCI,Tachikawa,Tachikawa,13,AF,-----6--,1501,,3541N 13925E,
,JP,TAC,Tachiyama,Tachiyama,46,AF,1-------,9907,,,
,JP,TDN,Tadanoumi,Tadanoumi,34,AF,1-------,9907,,,
,JP,TAD,Tadotsu,Tadotsu,37,AF,1-------,9907,,,
,JP,TGA,Taga,Taga,25,AF,-----6--,1801,,3513N 13617E,
,JP,TGW,Tagawa,Tagawa,40,AF,--3-----,1407,,3338N 13048E,
,JP,TAG,Tagi,Tagi,32,AF,1-------,9907,,,
,JP,TAO,Tago,Tago,22,AF,1-------,9907,,,
,JP,TGO,Tagonoura,Tagonoura,22,AF,1-------,9907,,,
,JP,TGM,Taguma,Taguma,40,RL,0-------,9907,,,
,JP,TAR,Tahara,Tahara,34,AF,1-------,9907,,,
,JP,TAZ,Tai,Tai,26,AF,1-------,9907,,,
,JP,NII,Tainai,Tainai,15,AF,--3-----,1101,,3804N 13925E,
,JP,TKW,Tainokawa,Tainokawa,46,AF,1-------,9907,,,
,JP,TAL,Tainouchi,Tainouchi,34,AF,1-------,9907,,,
,JP,TIN,Tainoura,Tainoura,42,AF,1-------,9907,,,
,JP,TAQ,Taira,Taira,42,AF,1-------,9907,,,
,JP,TDT,Tairadate,Tairadate,02,AF,1-------,9907,,,
,JP,TIA,Taisha,Taisha,32,AF,1-------,9907,,,
,JP,TZA,Taiza,Taiza,26,AF,1-------,9907,,,
,JP,TJH,Tajima Apt / Toyooka,Tajima Apt / Toyooka,28,RL,---4----,0907,,3501N 13447E,
,JP,TAJ,Tajiri,Tajiri,46,AF,1-------,0401,,,
,JP,TKD,Takada,Takada,44,AF,1-------,9907,,,
,JP,TKH,Takahama/Amakusa,Takahama/Amakusa,43,AF,1-3-----,1207,,3222N 13000E,
,JP,THI,Takaishi,Takaishi,27,RQ,--3-----,1001,,3431N 13527E,
,JP,TAK,Takamatsu,Takamatsu,37,AF,1--4----,9907,,,
,JP,TMJ,Takami,Takami,37,AF,1-------,9907,,,
,JP,TAA,Takamijima,Takamijima,37,AF,1-------,9907,,,
,JP,TMP,Takamori,Takamori,20,AF,--3-----,1407,,3533N 13753E,
,JP,TNB,Takanabe,Takanabe,45,AF,1-------,9907,,,
,JP,TTZ,Takanezawa,Takanezawa,09,AA,--3-----,2107,,3637N 13959E,
,JP,TKC,Takanokuchi,Takanokuchi,46,AF,1-------,9907,,,
,JP,TKK,Takaoka,Takaoka,16,AF,1-------,9907,,,
,JP,TJI,Takarajima,Takarajima,46,AF,1-------,9907,,,
,JP,TZK,Takarazuka,Takarazuka,28,RQ,--3-----,1001,,3448N 13521E,
,JP,TSG,Takasago,Takasago,28,AF,1-------,9907,,,
,JP,TSA,Takasaki,Takasaki,10,RL,--3-----,0201,,3619N 13853E,
,JP,TKL,Takashima,Takashima,25,AF,--3--6--,1907,,3521N 13620E,
,JP,TJK,Takashima/Masuda,Takashima/Masuda,32,AF,1-------,9907,,,
,JP,TSM,Takashima/Nishisonogi,Takashima/Nishisonogi,42,AF,1-------,9907,,,
,JP,JAT,Takatsuki,Takatsuki,27,AF,-----6--,1501,,3451N 13537E,
,JP,TEE,Take,Take,46,AF,1-------,9907,,,
,JP,TDJ,Takedatsu,Takedatsu,44,AF,1-------,9907,,,
,JP,THR,Takehara,Takehara,34,AF,1-------,9907,,,
,JP,TEA,Takena,Takena,32,AF,1-------,9907,,,
,JP,TKE,Takeno,Takeno,28,AF,1-------,9907,,,
,JP,TAS,Takeshiki,Takeshiki,42,AF,1-------,9907,,,
,JP,TSX,Takeshima,Takeshima,46,AF,1-------,9907,,,
,JP,TTH,Taketomihigashi,Taketomihigashi,47,AF,1-------,9907,,,
,JP,TKT,Taketoyo,Taketoyo,23,AF,1-------,9907,,,
,JP,TKZ,Takezaki,Takezaki,42,AF,1-------,9907,,,
,JP,TKI,Taki,Taki,17,AF,1-------,9907,,,
,JP,TKM,Takuma,Takuma,37,AF,1-------,9907,,,
,JP,TKU,Takuno,Takuno,32,AF,1-------,9907,,,
,JP,TAM,Tamano,Tamano,33,AF,1-------,9907,,,
,JP,TMN,Tamanoura,Tamanoura,42,AF,1-------,9907,,,
,JP,ZAJ,Tamashima,Tamashima,33,RL,-----6--,0901,,3432N 13340E,
,JP,TAI,Tamatsukuri,Tamatsukuri,08,AF,--3-----,9907,,,
,JP,HVM,Tamba,Tamba,28,RL,-----6--,1401,,3511N 13502E,
,JP,AUR,Tamura,Tamura,07,RQ,-----6--,1601,,3726N 14034E,
,JP,TAE,Tanabe,Tanabe,30,AF,1-------,9907,,,
,JP,TAN,Tanagawa,Tanagawa,27,AF,1-------,9907,,,
,JP,TNK,Tanasoko,Tanasoko,43,AF,1-------,9907,,,
,JP,TNE,Tanegashima,Tanegashima,46,AF,---4----,9907,,,
,JP,TNY,Taniyama,Taniyama,46,RL,1-------,1107,,3117N 13019E,
,JP,TAW,Tannowa,Tannowa,27,AF,1-------,9907,,,
,JP,THM,Tanohama,Tanohama,03,AF,1-------,9907,,,
,JP,TNU,Tanoura/Kitakyushu,Tanoura/Kitakyushu,40,AF,1-------,9907,,,
,JP,TNW,Tanowaki,Tanowaki,46,AF,1-------,9907,,,
,JP,TRA,Taramajima,Taramajima,47,AF,---4----,9907,,,
,JP,TRH,Tarugahama,Tarugahama,42,AF,1-------,9907,,,
,JP,TMZ,Tarumizu,Tarumizu,46,AF,1-------,9907,,,
,JP,TSS,Tasumi,Tasumi,32,AF,1-------,9907,,,
,JP,TAY,Tatebayashi,Tatebayashi,10,RL,-----6--,1301,,3614N 13929E,
,JP,TTB,Tatebayashi,Tatebayashi,10,RL,--3-----,1107,,3615N 13932E,
,JP,TTC,Tateyama,Tateyama,16,AA,--3--6--,2201,,3639N 13718E,
,JP,TTY,Tateyama,Tateyama,12,AF,1-------,9907,,,
,JP,TAT,Tatsugo,Tatsugo,46,AF,1-------,9907,,,
,JP,TTN,Tatsuno,Tatsuno,28,AF,--3-----,1007,,3452N 13433E,
,JP,TAU,Taura,Taura,35,RL,0-------,9907,,,
,JP,TYU,Tayui,Tayui,42,AF,1-------,9907,,,
,JP,TEI,Tei,Tei,39,AF,1-------,9907,,,
,JP,TIS,Teishi,Teishi,22,AF,1-------,9907,,,
,JP,TEK,Tekutsuku,Tekutsuku,46,AF,1-------,9907,,,
,JP,TEN,Tendo,Tendo,06,RL,--3-----,0201,,3821N 14022E,
,JP,TRI,Tenri,Tenri,29,AF,--3-----,1207,,3435N 13550E,
,JP,TRD,Teradomari,Teradomari,15,AF,1-------,9907,,,
,JP,TZU,Terazu/Matsue,Terazu/Matsue,32,AF,1-------,9907,,,
,JP,TRZ,Terazu/Yatsuka,Terazu/Yatsuka,32,AF,1-------,9907,,,
,JP,TSI,Teshima,Teshima,37,AF,1-------,9907,,,
,JP,TSO,Teshio,Teshio,01,AF,1-------,9907,,,
,JP,TEU,Teuchi,Teuchi,46,AF,1-------,9907,,,
,JP,TER,Teuri,Teuri,01,AF,1-------,9907,,,
,JP,TOB,Toba,Toba,24,AF,1-------,9907,,,
,JP,TBT,Tobata/Kitakyushu,Tobata/Kitakyushu,40,RL,1-------,0501,,3353N 13050E,
,JP,TBM,Tobishima-Mura,Tobishima-Mura,23,AF,--3-----,1501,,3505N 13647E,
,JP,TBO,Tobo,Tobo,41,AF,1-3-----,0401,,3329N 12956E,
,JP,TTD,Toda,Toda,11,AF,-----6--,1501,,3549N 13941E,
,JP,TOD,Todohokke,Todohokke,01,AF,1-------,9907,,,
,JP,TOJ,Toga,Toga,05,AF,1-------,9907,,,
,JP,TOC,Togane,Togane,12,AF,1----6--,1501,,3534N 14022E,
,JP,TOG,Togi,Togi,17,AF,1-------,9907,,,
,JP,TGC,Toguchi,Toguchi,46,AF,1-------,9907,,,
,JP,TDA,Tohda,Tohda,32,AF,1-------,9907,,,
,JP,TOI,Toi,Toi,22,AF,1-------,9907,,,
,JP,TJM,Tojima,Tojima,38,AF,1-------,9907,,,
,JP,TOK,Tokachi,Tokachi,01,AF,1-------,9907,,,
,JP,TKA,Tokai,Tokai,23,AF,1-------,9907,,,
,JP,TKB,Tokamachi,Tokamachi,15,AF,--3--6--,1901,,3708N 13846E,
,JP,TJS,Tokashiki,Tokashiki,47,AF,1-------,9907,,,
,JP,GHU,Toki Gifu,Toki Gifu,21,AF,-----6--,1701,,3521N 13711E,
,JP,HKG,Tokigawa,Tokigawa,11,RL,-----6--,1401,,3601N 13918E,
,JP,TTU,Tokitsu,Tokitsu,42,AF,1-------,9907,,,
,JP,TOW,Tokokawa,Tokokawa,23,RQ,-----6--,1001,,3449N 13724E,
,JP,TXN,Tokoname,Tokoname,23,AF,1-------,9907,,,
,JP,TKO,Tokonami,Tokonami,42,AF,1-------,9907,,,
,JP,TKR,Tokoro,Tokoro,01,AF,1-------,9907,,,
,JP,TWZ,Tokorozawa,Tokorozawa,11,AF,-----6--,1501,,3547N 13928E,
,JP,TCC,Tokuchi,Tokuchi,47,AF,1-------,9907,,,
,JP,TKJ,Tokujin,Tokujin,47,AF,1-------,9907,,,
,JP,TKN,Tokunoshima,Tokunoshima,46,AF,---4----,9907,,,
,JP,TKS,Tokushima,Tokushima,36,AF,1--4----,9907,,,
,JP,TKY,Tokuyama,Tokuyama,35,AF,1-------,9907,,,
,JP,TXD,Tokuyamakudamatsu,Tokuyamakudamatsu,35,RQ,1-------,1001,,3400N 13146E,
,JP,TYO,Tokyo,Tokyo,13,AF,12345---,0401,,3541N 13945E,
,JP,TKX,Tokyo-To,Tokyo-To,13,RQ,-----6--,0907,,3541N 13941E,
,JP,TMK,Tomakomai,Tomakomai,01,AF,1--4----,9907,,,
,JP,TJJ,Tomamae,Tomamae,01,AF,1-------,9907,,,
,JP,TMA,Tomari/Shiribeshi,Tomari/Shiribeshi,01,AF,1-------,9907,,,
,JP,TRR,Tomariura,Tomariura,39,AF,1-------,9907,,,
,JP,TSE,Tome-Shi,Tome-Shi,04,RQ,-----6--,0907,,3839N 14117E,
,JP,TME,Tomie,Tomie,42,AF,1-------,9907,,,
,JP,TMM,Tomiku,Tomiku,44,AF,1-------,9907,,,
,JP,TMU,Tomitsu,Tomitsu,43,AF,1-------,9907,,,
,JP,TMY,Tomiya,Tomiya,04,AF,-----6--,1801,,3823N 14053E,
,JP,TNM,Tonami,Tonami,16,RQ,-----6--,1601,,3638N 13657E,
,JP,TND,Tonda,Tonda,35,AF,1-------,9907,,,
,JP,TDY,Tondabayashi,Tondabayashi,27,AF,-----6--,1501,,3430N 13536E,
,JP,WTN,Tono,Tono,03,AA,-----6--,2007,,3919N 14132E,
,JP,TNO,Tonosho,Tonosho,37,AF,1-------,9907,,,
,JP,TNH,Tonoshohigash,Tonoshohigash,37,AF,1-------,9907,,,
,JP,TON,Tonoura,Tonoura,45,AF,1-------,9907,,,
,JP,TOR,Toride,Toride,08,AF,--3-----,0002,,3554N 14004E,
,JP,TRO,Tororo,Tororo,43,AF,1-------,9907,,,
,JP,TSZ,Tosashimizu,Tosashimizu,39,AF,1-------,9907,,,
,JP,TOX,Toshima/Tokyo,Toshima/Tokyo,13,AF,1-3-----,0401,,3431N 13916E,
,JP,QTS,Tosu,Tosu,41,RQ,-23-5---,1001,,3322N 13031E,
,JP,TOT,Totoro,Totoro,45,AF,1-------,9907,,,
,JP,TTJ,Tottori,Tottori,31,AF,1--4----,9907,,,
,JP,TOU,Touyo,Touyo,38,AF,1-------,9907,,,
,JP,TWD,Towada,Towada,02,AF,--3-----,1207,,4036N 14112E,
,JP,TOY,Toyama,Toyama,16,AF,1--4----,9907,,,
,JP,TOS,Toyamashinko,Toyamashinko,16,AF,1-------,9907,,,
,JP,TOA,Toyo,Toyo,38,AF,1----6--,1801,,3355N 13305E,
,JP,YKE,Toyoake,Toyoake,23,AF,--3-----,1407,,3532N 13757E,
,JP,THS,Toyohashi,Toyohashi,23,AF,1-------,9907,,,
,JP,THA,Toyohira-ku,Toyohira-ku,01,AF,--3-----,0401,,4301N 14124E,
,JP,TYW,Toyokawa,Toyokawa,23,AF,--3-----,1207,,3449N 13724E,
,JP,TYK,Toyonaka,Toyonaka,27,RQ,-----6--,1007,,3437N 13528E,
,JP,TYS,Toyosatu,Toyosatu,25,RQ,--3-----,1007,,3512N 11823E,
,JP,TUS,Toyoshige,Toyoshige,31,AF,1-------,9907,,,
,JP,TYA,Toyota,Toyota,23,RL,123-----,0601,,3505N 13710E,
,JP,TYR,Toyoura,Toyoura,33,AF,1-------,9907,,,
,JP,TSU,Tsu,Tsu,24,AF,1-------,9907,,,
,JP,TUB,Tsubame,Tsubame,15,RL,1-------,1807,,3739N 13856E,
,JP,TCH,Tsuchiura,Tsuchiura,08,AF,1-------,9907,,,
,JP,TUD,Tsuda,Tsuda,37,AF,1-------,9907,,,
,JP,TUI,Tsui,Tsui,28,AF,1-------,9907,,,
,JP,TYN,Tsuiyama,Tsuiyama,28,AF,1-------,9907,,,
,JP,TWA,Tsukinokawa,Tsukinokawa,42,AF,1-------,9907,,,
,JP,TSB,Tsukuba,Tsukuba,08,AF,--3-----,0104,,3602N 14005E,
,JP,TMI,Tsukumi,Tsukumi,44,AF,1-------,9907,,,
,JP,TUU,Tsukumo,Tsukumo,34,AF,1-------,9907,,,
,JP,TNA,Tsuna,Tsuna,28,AF,1-------,9907,,,
,JP,TNI,Tsuneishi,Tsuneishi,34,AF,1-------,9907,,,
,JP,TSN,Tsuno,Tsuno,45,AF,-----6--,1501,,3215N 13134E,
,JP,TNS,Tsunoshima,Tsunoshima,35,AF,1-------,9907,,,
,JP,TRG,Tsuruga,Tsuruga,18,AF,1-------,9907,,,
,JP,TRM,Tsurumi,Tsurumi,14,RQ,--3-----,1001,,3530N 13940E,
,JP,ZAA,Tsurumi-Ku,Tsurumi-Ku,14,RL,-----6--,0901,,3530N 13940E,
,JP,TSR,Tsuruoka,Tsuruoka,06,RQ,--3-----,0907,,3843N 13949E,
,JP,TSK,Tsurusaki,Tsurusaki,44,AF,1-------,9907,,,
,JP,TRC,Tsuruuchi,Tsuruuchi,37,AF,1-------,9907,,,
,JP,TSH,Tsushi,Tsushi,28,AF,1-------,9907,,,
,JP,TSJ,Tsushima,Tsushima,42,AF,---4----,9907,,,
,JP,TST,Tsutsu,Tsutsu,42,AF,1-------,9907,,,
,JP,TTM,Tsutsumi,Tsutsumi,32,AF,1-------,9907,,,
,JP,TYP,Tsuyoshi,Tsuyoshi,42,AF,1-------,9907,,,
,JP,TUZ,Tsuzu Yamaguchi,Tsuzu Yamaguchi,35,AF,1-------,1707,,3403N 13212E,
,JP,TTK,Tsuzuki Ku,Tsuzuki Ku,,RL,1----6--,2301,,3532N 13934E,
,JP,UBJ,Ube,Ube,35,AF,1--4----,9907,,,
,JP,UBY,Ubuyu,Ubuyu,32,AF,1-------,9907,,,
,JP,UHH,Uchihana,Uchihana,47,AF,1-------,9907,,,
,JP,UCN,Uchinomi,Uchinomi,37,AF,1-------,9907,,,
,JP,UUR,Uchinoura,Uchinoura,46,AF,1-------,9907,,,
,JP,UNU,Uchinourahetsuka,Uchinourahetsuka,46,AF,1-------,9907,,,
,JP,UCH,Uchiumi,Uchiumi,45,AF,1-------,9907,,,
,JP,UDD,Udo,Udo,46,AF,1-------,9907,,,
,JP,UDO,Udono,Udono,24,AF,1-------,9907,,,
,JP,UEC,Uechi,Uechi,47,AF,1-------,9907,,,
,JP,UDE,Ueda,Ueda,20,AF,--3-----,1407,,3624N 13816E,
,JP,UEN,Uenohara,Uenohara,19,AA,--3-----,2107,,3537N 13906E,
,JP,UGA,Uga,Uga,32,AF,1-------,9907,,,
,JP,UGU,Ugusu,Ugusu,22,AF,1-------,9907,,,
,JP,UJJ,Uji,Uji,26,AF,--3-----,1801,,3453N 13548E,
,JP,UJI,Ujina,Ujina,34,AF,1-------,9907,,,
,JP,UJT,Ujitawara,Ujitawara,26,AA,-----6--,2207,,3451N 13551E,
,JP,UJY,Ujiyamada,Ujiyamada,24,AF,1-------,9907,,,
,JP,UKJ,Ukejima,Ukejima,46,AF,1-------,9907,,,
,JP,UKN,Uken,Uken,46,AF,1-------,9907,,,
,JP,UKT,Ukitsu,Ukitsu,46,AF,1-------,9907,,,
,JP,UKI,Ukui,Ukui,30,AF,1-------,9907,,,
,JP,UMG,Umagoe,Umagoe,37,AF,1-------,9907,,,
,JP,UUN,Unnan,Unnan,32,RL,1----6--,1807,,3517N 13254E,
,JP,UNO,Uno,Uno,33,AF,1-------,9907,,,
,JP,UNS,Unoshima,Unoshima,40,AF,1-------,9907,,,
,JP,UNT,Unten,Unten,47,AF,1-------,9907,,,
,JP,UOM,Uomi,Uomi,46,AF,1-------,9907,,,
,JP,UON,Uonuma,Uonuma,15,AF,--3--6--,1901,,3713N 13857E,
,JP,URA,Ura,Ura,28,AF,1-------,9907,,,
,JP,URG,Uraga,Uraga,14,AF,1-------,9907,,,
,JP,URM,Uragami,Uragami,30,AF,1-------,9907,,,
,JP,UAO,Urago,Urago,32,AF,1-------,9907,,,
,JP,URH,Urahara,Urahara,46,AF,1-------,9907,,,
,JP,UHO,Urahoro,Urahoro,01,AF,--3-----,1501,,4248N 14339E,
,JP,URK,Urakawa,Urakawa,01,AF,1-------,9907,,,
,JP,UNM,Uranomae,Uranomae,46,AF,1-------,9907,,,
,JP,URR,Urashiro,Urashiro,44,AF,1-------,9907,,,
,JP,ZAK,Urasoe,Urasoe,47,RL,-----6--,0901,,2615N 12743E,
,JP,URS,Urasoko,Urasoko,46,AF,1-------,9907,,,
,JP,UYA,Urayasu,Urayasu,12,RQ,--3--6--,0607,,3539N 13954E,
,JP,UHI,Ureshino Saga,Ureshino Saga,41,AF,-----6--,1701,,3307N 13003E,
,JP,UMA,Uruma,Uruma,47,RQ,-----6--,1601,,2622N 12751E,
,JP,USB,Usa,Usa,44,RL,-----6--,1807,,3331N 13120E,
,JP,USA,Usa/Tosa,Usa/Tosa,39,AF,1-------,9907,,,
,JP,UBK,Ushibuka,Ushibuka,43,AF,1-------,9907,,,
,JP,USG,Ushigakubijima,Ushigakubijima,37,AF,1-------,9907,,,
,JP,USH,Ushimado,Ushimado,33,AF,1-------,9907,,,
,JP,USI,Ushine,Ushine,46,AF,1-------,9907,,,
,JP,UST,Ushitsu,Ushitsu,17,AF,1-------,9907,,,
,JP,USJ,Usujiri,Usujiri,01,AF,1-------,9907,,,
,JP,UKA,Usuka,Usuka,42,AF,1-------,9907,,,
,JP,USK,Usuki,Usuki,44,AF,1-------,9907,,,
,JP,USN,Usuno,Usuno,44,AF,1-------,9907,,,
,JP,USU,Usunoura,Usunoura,42,AF,1-------,9907,,,
,JP,UTZ,Utazu,Utazu,37,AF,1-------,9907,,,
,JP,UTO,Utsunomiya,Utsunomiya,09,AF,--3-----,0104,,3633N 13953E,
,JP,UWA,Uwajima,Uwajima,38,AF,1-------,9907,,,
,JP,UZK,Uzuki,Uzuki,32,AF,1-------,9907,,,
,JP,WDA,Wada,Wada,18,AF,1-------,9907,,,
,JP,WAD,Wadomari,Wadomari,46,AF,1-------,9907,,,
,JP,WAI,Waita,Waita,35,AF,1-------,9907,,,
,JP,WJM,Wajima,Wajima,17,AF,1-------,9907,,,
,JP,WAM,Wakamatsu/Kitakyushu,Wakamatsu/Kitakyushu,40,AF,123-----,0401,,3353N 13049E,
,JP,WKS,Wakasa Fukui,Wakasa Fukui,18,AF,-----6--,1701,,3527N 13551E,
,JP,WKT,Wakatsu,Wakatsu,40,AF,1-------,9907,,,
,JP,WAK,Wakayama,Wakayama,30,AF,1-------,9907,,,
,JP,WKE,Wake,Wake,33,AF,-----6--,1801,,3451N 13405E,
,JP,WKI,Wakimisaki,Wakimisaki,42,AF,1-------,9907,,,
,JP,WMT,Wakimoto,Wakimoto,38,AF,1-------,9907,,,
,JP,WKW,Wakinosawa,Wakinosawa,02,AF,1-------,9907,,,
,JP,WKZ,Wakizaki,Wakizaki,46,AF,1-------,9907,,,
,JP,WKJ,Wakkanai,Wakkanai,01,AF,1--4----,9907,,,
,JP,WOT,Wako,Wako,11,AF,-----6--,1501,,3547N 13936E,
,JP,WKR,Wakura,Wakura,17,AF,1-------,9907,,,
,JP,WAN,Wan,Wan,46,AF,1-------,9907,,,
,JP,WNI,Waniura,Waniura,42,AF,1-------,9907,,,
,JP,WNA,Wano,Wano,46,AF,1-------,9907,,,
,JP,WIR,Warabi,Warabi,11,AF,-----6--,1501,,3549N 13942E,
,JP,WSB,Washibeyanoura,Washibeyanoura,34,AF,1-------,9907,,,
,JP,WAH,Washimiya,Washimiya,11,RL,-----6--,0901,,3606N 13940E,
,JP,WAT,Watanoha,Watanoha,04,AF,1-------,9907,,,
,JP,HGG,Yabu,Yabu,28,AF,--3-----,1407,,3523N 13449E,
,JP,YBC,Yabuki-Machi,Yabuki-Machi,,RL,--3-----,1107,,3712N 14019E,
,JP,YCH,Yachiyo,Yachiyo,12,RL,123-----,0601,,3544N 14006E,
,JP,YNE,Yaene,Yaene,13,AF,1-------,9907,,,
,JP,YAE,Yaeyama Island,Yaeyama Island,47,RL,--3-----,0201,,2419N 12347E,
,JP,YGR,Yagishiri,Yagishiri,01,AF,1-------,9907,,,
,JP,YHK,Yahiko,Yahiko,15,AA,-----6--,2201,,3742N 13850E,
,JP,YZU,Yaizu,Yaizu,22,AF,1-------,9907,,,
,JP,KUM,Yakushima,Yakushima,46,AF,---4----,9907,,,
,JP,YKU,Yakuzu,Yakuzu,46,AF,1-------,9907,,,
,JP,YQD,Yamada,Yamada,28,AF,1-------,9907,,,
,JP,GAJ,Yamagata,Yamagata,06,AF,---4----,9907,,,
,JP,YUF,Yamagata,Yamagata,21,AF,-----6--,1801,,3530N 13647E,
